label,timestamp,animal_id,temperatura_corporal_prom,hubo_rumia,frec_cardiaca_prom,rmssd,sdnn,hubo_vocalizacion,latitud,longitud,metros_recorridos,velocidad_movimiento_prom
sana,2025-06-03 00:10:00,BOV_013,38.87,1,62.7,41.6,48.2,0,-34.676185,-60.936243,42.5,0.51
sana,2025-06-03 00:15:00,BOV_013,38.43,1,61.3,42.1,58.9,0,-34.676184,-60.936244,95.0,1.14
sana,2025-06-03 00:20:00,BOV_013,38.26,0,67.9,24.2,29.7,0,-34.676184,-60.936244,96.7,1.16
sana,2025-06-03 00:25:00,BOV_013,37.96,1,64.2,35.9,46.3,0,-34.676184,-60.936243,143.3,1.72
sana,2025-06-03 00:30:00,BOV_013,39.0,1,61.5,37.6,46.8,0,-34.676184,-60.936243,102.5,1.23
sana,2025-06-03 00:35:00,BOV_013,38.26,1,72.3,47.5,60.5,0,-34.676184,-60.936243,55.0,0.66
sana,2025-06-03 00:40:00,BOV_013,37.14,0,59.3,53.7,77.0,0,-34.676184,-60.936243,0.0,0.0
sana,2025-06-03 00:45:00,BOV_013,39.02,1,62.4,26.5,38.7,0,-34.676184,-60.936243,0.0,0.0
sana,2025-06-03 00:50:00,BOV_013,38.46,0,62.6,52.3,58.7,1,-34.676184,-60.936244,152.5,1.83
sana,2025-06-03 00:55:00,BOV_013,37.37,1,67.5,35.4,45.8,1,-34.676184,-60.936244,30.8,0.37
sana,2025-06-03 01:00:00,BOV_013,38.4,0,73.5,35.6,51.9,0,-34.676184,-60.936244,0.0,0.0
sana,2025-06-03 01:05:00,BOV_013,39.7,1,80.0,51.8,61.4,0,-34.676184,-60.936244,0.0,0.0
sana,2025-06-03 01:10:00,BOV_013,39.09,0,68.5,39.9,54.3,0,-34.676183,-60.936244,96.7,1.16
sana,2025-06-03 01:15:00,BOV_013,39.0,0,75.2,36.6,52.9,0,-34.676183,-60.936245,55.0,0.66
sana,2025-06-03 01:20:00,BOV_013,39.02,0,67.9,36.7,46.5,0,-34.676183,-60.936244,88.3,1.06
sana,2025-06-03 01:25:00,BOV_013,39.11,0,68.3,39.9,58.4,0,-34.676183,-60.936245,127.5,1.53
sana,2025-06-03 01:30:00,BOV_013,39.63,0,73.4,39.7,59.3,0,-34.676183,-60.936246,34.2,0.41
sana,2025-06-03 01:35:00,BOV_013,38.96,0,63.9,27.1,35.3,0,-34.676182,-60.936247,150.0,1.8
sana,2025-06-03 01:40:00,BOV_013,38.59,0,78.4,45.8,68.2,0,-34.676182,-60.936247,53.3,0.64
sana,2025-06-03 01:45:00,BOV_013,37.9,1,73.4,39.6,53.6,0,-34.676182,-60.936247,0.0,0.0
sana,2025-06-03 01:50:00,BOV_013,37.61,1,74.3,40.2,56.3,0,-34.676182,-60.936248,79.2,0.95
sana,2025-06-03 01:55:00,BOV_013,39.19,1,76.3,36.0,52.8,0,-34.676182,-60.936248,124.2,1.49
sana,2025-06-03 02:00:00,BOV_013,38.32,0,68.3,38.0,48.2,0,-34.676182,-60.936248,197.5,2.37
sana,2025-06-03 02:05:00,BOV_013,39.18,0,78.5,28.5,41.1,0,-34.676182,-60.936248,23.3,0.28
sana,2025-06-03 02:10:00,BOV_013,37.98,1,66.4,43.1,59.4,0,-34.676183,-60.936248,128.3,1.54
sana,2025-06-03 02:15:00,BOV_013,38.47,0,64.8,33.5,44.3,0,-34.676183,-60.936249,140.0,1.68
sana,2025-06-03 02:20:00,BOV_013,38.76,0,52.8,28.6,40.0,0,-34.676183,-60.936249,184.2,2.21
sana,2025-06-03 02:25:00,BOV_013,37.84,1,85.7,31.6,37.5,0,-34.676183,-60.936249,92.5,1.11
sana,2025-06-03 02:30:00,BOV_013,37.27,0,55.6,44.8,66.0,1,-34.676183,-60.93625,110.0,1.32
sana,2025-06-03 02:35:00,BOV_013,38.06,1,63.5,30.1,35.2,0,-34.676182,-60.93625,138.3,1.66
sana,2025-06-03 02:40:00,BOV_013,39.51,1,60.8,44.2,52.6,0,-34.676183,-60.936248,145.0,1.74
sana,2025-06-03 02:45:00,BOV_013,38.58,0,73.4,66.8,84.4,0,-34.676182,-60.936248,128.3,1.54
sana,2025-06-03 02:50:00,BOV_013,38.21,0,61.4,43.0,55.9,0,-34.676182,-60.936248,5.0,0.06
sana,2025-06-03 02:55:00,BOV_013,38.59,1,63.4,35.5,52.6,0,-34.676182,-60.936248,103.3,1.24
sana,2025-06-03 03:00:00,BOV_013,37.72,1,86.9,30.4,42.1,0,-34.676182,-60.936248,15.8,0.19
sana,2025-06-03 03:05:00,BOV_013,38.83,0,53.8,42.1,62.3,1,-34.676181,-60.936247,127.5,1.53
sana,2025-06-03 03:10:00,BOV_013,38.68,1,58.3,31.5,40.7,0,-34.676182,-60.936247,133.3,1.6
sana,2025-06-03 03:15:00,BOV_013,38.21,0,72.4,38.3,51.5,0,-34.676182,-60.936247,8.3,0.1
sana,2025-06-03 03:20:00,BOV_013,38.11,1,62.2,57.0,76.8,0,-34.676182,-60.936247,28.3,0.34
sana,2025-06-03 03:25:00,BOV_013,38.68,0,59.1,39.0,45.4,0,-34.676182,-60.936247,125.0,1.5
sana,2025-06-03 03:30:00,BOV_013,38.44,0,60.3,60.3,85.6,0,-34.676183,-60.936247,65.8,0.79
sana,2025-06-03 03:35:00,BOV_013,39.09,1,62.5,40.2,53.7,0,-34.676183,-60.936247,24.2,0.29
sana,2025-06-03 03:40:00,BOV_013,38.83,0,56.8,60.8,81.5,0,-34.676183,-60.936246,61.7,0.74
sana,2025-06-03 03:45:00,BOV_013,38.95,1,70.7,18.3,20.9,0,-34.676183,-60.936247,29.2,0.35
sana,2025-06-03 03:50:00,BOV_013,38.82,1,60.3,47.5,62.7,0,-34.676183,-60.936246,41.7,0.5
sana,2025-06-03 03:55:00,BOV_013,39.13,1,63.6,39.8,53.8,0,-34.676183,-60.936247,71.7,0.86
sana,2025-06-03 04:00:00,BOV_013,38.48,1,59.7,27.7,40.0,0,-34.676183,-60.936247,0.0,0.0
sana,2025-06-03 04:05:00,BOV_013,39.0,1,68.7,53.9,65.2,0,-34.676183,-60.936247,25.8,0.31
sana,2025-06-03 04:10:00,BOV_013,38.47,1,50.3,44.9,53.9,0,-34.676183,-60.936248,164.2,1.97
sana,2025-06-03 04:15:00,BOV_013,39.08,0,66.4,46.9,61.0,0,-34.676183,-60.936248,0.0,0.0
sana,2025-06-03 04:20:00,BOV_013,38.67,1,62.2,43.0,55.6,0,-34.676183,-60.936248,36.7,0.44
sana,2025-06-03 04:25:00,BOV_013,38.77,1,71.0,43.1,64.2,0,-34.676183,-60.936246,202.5,2.43
sana,2025-06-03 04:30:00,BOV_013,39.06,1,63.4,32.1,38.5,0,-34.676183,-60.936246,80.0,0.96
sana,2025-06-03 04:35:00,BOV_013,38.17,0,79.7,37.7,46.3,0,-34.676183,-60.936246,60.0,0.72
sana,2025-06-03 04:40:00,BOV_013,39.33,1,77.8,34.2,50.3,0,-34.676183,-60.936246,160.0,1.92
sana,2025-06-03 04:45:00,BOV_013,38.57,0,63.8,23.5,32.7,0,-34.676183,-60.936246,68.3,0.82
sana,2025-06-03 04:50:00,BOV_013,38.94,1,68.7,45.4,54.0,0,-34.67618,-60.936246,240.8,2.89
sana,2025-06-03 04:55:00,BOV_013,38.35,1,64.6,48.5,60.8,0,-34.676181,-60.936246,44.2,0.53
sana,2025-06-03 05:00:00,BOV_013,39.51,0,61.6,39.4,46.7,0,-34.676181,-60.936246,2.5,0.03
sana,2025-06-03 05:05:00,BOV_013,38.53,1,74.5,25.9,30.0,0,-34.676181,-60.936245,140.0,1.68
sana,2025-06-03 05:10:00,BOV_013,38.87,1,52.0,30.5,36.5,0,-34.676182,-60.936244,118.3,1.42
sana,2025-06-03 05:15:00,BOV_013,38.7,1,78.8,25.3,32.1,0,-34.676182,-60.936244,58.3,0.7
sana,2025-06-03 05:20:00,BOV_013,39.01,0,61.2,43.6,61.7,0,-34.676182,-60.936243,163.3,1.96
sana,2025-06-03 05:25:00,BOV_013,38.77,1,60.5,34.7,44.7,0,-34.676183,-60.936244,90.0,1.08
sana,2025-06-03 05:30:00,BOV_013,39.21,0,78.1,34.6,43.1,0,-34.676182,-60.936244,168.3,2.02
sana,2025-06-03 05:35:00,BOV_013,38.25,1,68.0,40.4,60.5,1,-34.676182,-60.936245,116.7,1.4
sana,2025-06-03 05:40:00,BOV_013,40.3,1,63.3,34.1,43.6,0,-34.676182,-60.936245,110.0,1.32
sana,2025-06-03 05:45:00,BOV_013,39.32,0,80.8,34.3,38.1,0,-34.676181,-60.936245,111.7,1.34
sana,2025-06-03 05:50:00,BOV_013,38.59,0,59.2,28.3,38.3,0,-34.67618,-60.936245,195.8,2.35
sana,2025-06-03 05:55:00,BOV_013,38.22,1,63.8,48.9,68.6,0,-34.67618,-60.936245,136.7,1.64
sana,2025-06-03 06:00:00,BOV_013,38.12,1,59.4,59.3,86.7,0,-34.67618,-60.936245,147.5,1.77
sana,2025-06-03 06:05:00,BOV_013,38.5,1,73.6,48.1,69.5,0,-34.67618,-60.936246,48.3,0.58
sana,2025-06-03 06:10:00,BOV_013,38.8,0,53.1,46.4,59.4,0,-34.67618,-60.936245,207.5,2.49
sana,2025-06-03 06:15:00,BOV_013,38.25,1,67.1,35.3,45.9,0,-34.676181,-60.936243,240.0,2.88
sana,2025-06-03 06:20:00,BOV_013,38.95,1,69.7,42.9,61.7,0,-34.676181,-60.936243,34.2,0.41
sana,2025-06-03 06:25:00,BOV_013,37.97,1,78.7,45.7,68.1,0,-34.676181,-60.936244,223.3,2.68
sana,2025-06-03 06:30:00,BOV_013,38.39,1,72.0,31.7,35.4,0,-34.676181,-60.936244,122.5,1.47
sana,2025-06-03 06:35:00,BOV_013,39.72,1,62.2,53.8,71.4,0,-34.676181,-60.936245,127.5,1.53
sana,2025-06-03 06:40:00,BOV_013,37.56,0,55.0,46.4,51.7,0,-34.67618,-60.936245,155.0,1.86
sana,2025-06-03 06:45:00,BOV_013,38.96,1,60.3,25.7,34.4,0,-34.67618,-60.936245,84.2,1.01
sana,2025-06-03 06:50:00,BOV_013,39.5,1,66.6,36.6,53.9,0,-34.676181,-60.936244,145.0,1.74
sana,2025-06-03 06:55:00,BOV_013,39.12,1,76.1,36.9,51.3,0,-34.676181,-60.936245,99.2,1.19
sana,2025-06-03 07:00:00,BOV_013,38.79,1,67.5,47.8,65.9,0,-34.676181,-60.936245,90.0,1.08
sana,2025-06-03 07:05:00,BOV_013,37.69,1,70.9,38.3,56.9,0,-34.676181,-60.936244,135.8,1.63
sana,2025-06-03 07:10:00,BOV_013,38.55,1,77.4,48.6,66.0,0,-34.676181,-60.936244,41.7,0.5
sana,2025-06-03 07:15:00,BOV_013,39.57,0,50.2,46.5,52.3,0,-34.676181,-60.936244,63.3,0.76
sana,2025-06-03 07:20:00,BOV_013,38.98,1,71.2,35.7,50.5,1,-34.67618,-60.936244,114.2,1.37
sana,2025-06-03 07:25:00,BOV_013,38.49,1,71.5,38.0,48.3,0,-34.67618,-60.936243,232.5,2.79
sana,2025-06-03 07:30:00,BOV_013,39.2,1,52.7,56.7,75.3,0,-34.676179,-60.936244,94.2,1.13
sana,2025-06-03 07:35:00,BOV_013,38.09,1,75.7,44.1,54.1,0,-34.676178,-60.936243,139.2,1.67
sana,2025-06-03 07:40:00,BOV_013,38.68,1,73.3,47.1,60.4,0,-34.67618,-60.936243,209.2,2.51
sana,2025-06-03 07:45:00,BOV_013,37.94,1,66.9,34.3,38.5,0,-34.67618,-60.936243,13.3,0.16
sana,2025-06-03 07:50:00,BOV_013,38.93,1,83.3,22.3,28.6,0,-34.67618,-60.936243,176.7,2.12
sana,2025-06-03 07:55:00,BOV_013,38.7,1,63.0,49.2,68.9,0,-34.67618,-60.936243,45.0,0.54
sana,2025-06-03 08:00:00,BOV_013,39.13,0,70.7,33.0,48.9,0,-34.676179,-60.936242,115.8,1.39
sana,2025-06-03 08:05:00,BOV_013,38.73,1,78.3,60.4,89.6,0,-34.676179,-60.936242,77.5,0.93
sana,2025-06-03 08:10:00,BOV_013,38.53,1,66.8,40.6,55.1,0,-34.676179,-60.936242,118.3,1.42
sana,2025-06-03 08:15:00,BOV_013,39.55,1,66.0,50.1,67.6,0,-34.67618,-60.936242,161.7,1.94
sana,2025-06-03 08:20:00,BOV_013,37.9,1,58.8,34.1,40.5,0,-34.676181,-60.936242,244.2,2.93
sana,2025-06-03 08:25:00,BOV_013,38.94,0,64.6,41.4,58.5,0,-34.67618,-60.936242,195.8,2.35
sana,2025-06-03 08:30:00,BOV_013,38.92,0,64.2,47.3,70.9,0,-34.67618,-60.936242,41.7,0.5
sana,2025-06-03 08:35:00,BOV_013,38.84,1,68.5,33.1,39.7,0,-34.67618,-60.936242,71.7,0.86
sana,2025-06-03 08:40:00,BOV_013,39.45,1,72.6,38.6,54.1,0,-34.67618,-60.936242,0.0,0.0
sana,2025-06-03 08:45:00,BOV_013,38.12,1,72.3,41.0,46.0,0,-34.67618,-60.936243,101.7,1.22
sana,2025-06-03 08:50:00,BOV_013,38.7,1,64.3,53.1,72.1,0,-34.67618,-60.936243,203.3,2.44
sana,2025-06-03 08:55:00,BOV_013,38.36,0,65.1,38.3,47.1,0,-34.676181,-60.936243,69.2,0.83
sana,2025-06-03 09:00:00,BOV_013,38.9,1,64.2,28.2,39.2,1,-34.67618,-60.936243,85.0,1.02
sana,2025-06-03 09:05:00,BOV_013,38.49,0,61.4,26.3,32.9,0,-34.67618,-60.936242,38.3,0.46
sana,2025-06-03 09:10:00,BOV_013,38.58,1,70.6,27.7,33.3,0,-34.67618,-60.936242,93.3,1.12
sana,2025-06-03 09:15:00,BOV_013,39.15,1,76.4,31.6,42.5,0,-34.676181,-60.936243,87.5,1.05
sana,2025-06-03 09:20:00,BOV_013,38.69,0,49.3,33.1,41.2,0,-34.676181,-60.936243,16.7,0.2
sana,2025-06-03 09:25:00,BOV_013,38.93,1,64.6,29.0,41.2,0,-34.676181,-60.936243,0.0,0.0
sana,2025-06-03 09:30:00,BOV_013,38.98,1,79.5,33.8,47.2,0,-34.676181,-60.936243,185.0,2.22
sana,2025-06-03 09:35:00,BOV_013,38.62,0,57.6,40.3,59.6,1,-34.676181,-60.936243,56.7,0.68
sana,2025-06-03 09:40:00,BOV_013,38.18,1,56.0,53.0,66.0,0,-34.676181,-60.936243,62.5,0.75
sana,2025-06-03 09:45:00,BOV_013,38.66,0,66.6,8.2,10.4,1,-34.676181,-60.936243,88.3,1.06
sana,2025-06-03 09:50:00,BOV_013,37.71,1,55.2,37.6,56.1,1,-34.676181,-60.936243,23.3,0.28
sana,2025-06-03 09:55:00,BOV_013,38.09,0,54.2,59.0,80.5,0,-34.676181,-60.936243,20.8,0.25
sana,2025-06-03 10:00:00,BOV_013,39.17,1,81.4,43.4,50.2,0,-34.676181,-60.936243,130.8,1.57
sana,2025-06-03 10:05:00,BOV_013,39.4,0,65.4,34.3,38.7,0,-34.67618,-60.936243,97.5,1.17
sana,2025-06-03 10:10:00,BOV_013,38.58,0,77.2,44.2,62.2,0,-34.67618,-60.936243,62.5,0.75
sana,2025-06-03 10:15:00,BOV_013,38.71,0,57.0,39.8,50.4,0,-34.67618,-60.936246,188.3,2.26
sana,2025-06-03 10:20:00,BOV_013,38.58,1,43.9,47.3,69.1,0,-34.67618,-60.936246,63.3,0.76
sana,2025-06-03 10:25:00,BOV_013,39.08,1,57.5,55.2,65.9,0,-34.67618,-60.936247,71.7,0.86
sana,2025-06-03 10:30:00,BOV_013,38.32,0,51.3,42.1,54.8,0,-34.67618,-60.936247,105.8,1.27
sana,2025-06-03 10:35:00,BOV_013,39.33,0,69.5,49.6,71.4,0,-34.67618,-60.936247,0.0,0.0
sana,2025-06-03 10:40:00,BOV_013,39.38,0,46.6,37.7,51.5,0,-34.67618,-60.936247,76.7,0.92
sana,2025-06-03 10:45:00,BOV_013,39.1,0,61.8,46.9,61.3,1,-34.67618,-60.936248,117.5,1.41
sana,2025-06-03 10:50:00,BOV_013,39.39,1,73.1,41.8,56.0,0,-34.67618,-60.936247,135.0,1.62
sana,2025-06-03 10:55:00,BOV_013,38.88,0,66.7,15.8,20.9,0,-34.67618,-60.936247,80.0,0.96
sana,2025-06-03 11:00:00,BOV_013,39.39,0,68.3,28.1,39.5,0,-34.67618,-60.936247,92.5,1.11
sana,2025-06-03 11:05:00,BOV_013,38.74,0,57.7,32.1,44.4,0,-34.67618,-60.936247,189.2,2.27
sana,2025-06-03 11:10:00,BOV_013,37.8,0,71.3,46.0,54.7,0,-34.676179,-60.936246,110.8,1.33
sana,2025-06-03 11:15:00,BOV_013,38.52,1,56.5,40.5,51.5,0,-34.676179,-60.936247,158.3,1.9
sana,2025-06-03 11:20:00,BOV_013,38.28,1,59.5,35.0,39.6,0,-34.676178,-60.936246,147.5,1.77
sana,2025-06-03 11:25:00,BOV_013,38.96,0,71.3,28.7,41.1,0,-34.676178,-60.936246,19.2,0.23
sana,2025-06-03 11:30:00,BOV_013,38.85,1,71.5,43.6,62.9,0,-34.676178,-60.936246,58.3,0.7
sana,2025-06-03 11:35:00,BOV_013,38.38,0,65.1,69.0,76.8,0,-34.676178,-60.936246,160.0,1.92
sana,2025-06-03 11:40:00,BOV_013,38.62,1,70.4,45.9,52.7,0,-34.676178,-60.936247,159.2,1.91
sana,2025-06-03 11:45:00,BOV_013,37.88,0,57.4,50.5,62.8,0,-34.676178,-60.936247,80.0,0.96
sana,2025-06-03 11:50:00,BOV_013,38.37,1,68.4,28.8,33.7,1,-34.676178,-60.936247,167.5,2.01
sana,2025-06-03 11:55:00,BOV_013,38.84,1,67.6,49.3,55.7,0,-34.676178,-60.936247,110.0,1.32
sana,2025-06-03 12:00:00,BOV_013,39.53,0,81.8,19.6,24.6,0,-34.676178,-60.936247,71.7,0.86
sana,2025-06-03 12:05:00,BOV_013,39.11,1,78.9,30.9,43.8,0,-34.676179,-60.936246,47.5,0.57
sana,2025-06-03 12:10:00,BOV_013,38.16,0,71.5,52.3,73.4,0,-34.676179,-60.936246,205.8,2.47
sana,2025-06-03 12:15:00,BOV_013,37.53,1,65.6,46.6,67.3,0,-34.676179,-60.936247,83.3,1.0
sana,2025-06-03 12:20:00,BOV_013,39.68,0,69.1,50.3,62.9,0,-34.676179,-60.936247,10.8,0.13
sana,2025-06-03 12:25:00,BOV_013,38.68,0,54.9,44.4,51.1,0,-34.676179,-60.936246,61.7,0.74
sana,2025-06-03 12:30:00,BOV_013,39.0,1,53.0,52.8,78.3,0,-34.676179,-60.936246,109.2,1.31
sana,2025-06-03 12:35:00,BOV_013,38.79,1,63.9,36.8,55.0,0,-34.676179,-60.936246,0.0,0.0
sana,2025-06-03 12:40:00,BOV_013,38.7,0,82.0,40.9,53.4,0,-34.676179,-60.936248,130.0,1.56
sana,2025-06-03 12:45:00,BOV_013,38.36,1,77.7,47.2,66.6,0,-34.676179,-60.936248,59.2,0.71
sana,2025-06-03 12:50:00,BOV_013,39.85,0,77.7,40.0,58.5,0,-34.676179,-60.936248,16.7,0.2
sana,2025-06-03 12:55:00,BOV_013,39.6,0,61.6,45.2,66.1,0,-34.67618,-60.936247,208.3,2.5
sana,2025-06-03 13:00:00,BOV_013,38.93,1,60.9,42.6,54.6,0,-34.676181,-60.936247,112.5,1.35
sana,2025-06-03 13:05:00,BOV_013,38.71,0,70.8,60.1,85.8,0,-34.676181,-60.936247,81.7,0.98
sana,2025-06-03 13:10:00,BOV_013,38.61,1,73.3,50.5,71.4,0,-34.676181,-60.936247,147.5,1.77
sana,2025-06-03 13:15:00,BOV_013,38.59,0,51.6,33.7,37.3,0,-34.676181,-60.936247,41.7,0.5
sana,2025-06-03 13:20:00,BOV_013,38.5,1,77.9,35.4,52.8,0,-34.676181,-60.936248,43.3,0.52
sana,2025-06-03 13:25:00,BOV_013,38.65,1,69.9,47.4,58.0,0,-34.676181,-60.936248,10.0,0.12
sana,2025-06-03 13:30:00,BOV_013,37.69,1,58.5,32.0,44.4,0,-34.676181,-60.936247,102.5,1.23
sana,2025-06-03 13:35:00,BOV_013,38.87,0,60.4,36.8,47.6,0,-34.67618,-60.936247,71.7,0.86
sana,2025-06-03 13:40:00,BOV_013,39.14,0,60.7,40.0,50.6,0,-34.676181,-60.936247,114.2,1.37
sana,2025-06-03 13:45:00,BOV_013,38.84,1,52.3,20.9,26.0,0,-34.676181,-60.936247,149.2,1.79
sana,2025-06-03 13:50:00,BOV_013,38.63,1,63.1,59.6,69.8,0,-34.676181,-60.936247,30.0,0.36
sana,2025-06-03 13:55:00,BOV_013,39.36,0,82.5,34.8,44.7,0,-34.67618,-60.936247,75.8,0.91
sana,2025-06-03 14:00:00,BOV_013,39.52,1,49.6,33.6,48.0,0,-34.676181,-60.936247,41.7,0.5
sana,2025-06-03 14:05:00,BOV_013,39.23,0,71.7,37.2,44.8,0,-34.67618,-60.936247,117.5,1.41
sana,2025-06-03 14:10:00,BOV_013,39.07,1,58.1,55.3,64.4,0,-34.676181,-60.936247,74.2,0.89
sana,2025-06-03 14:15:00,BOV_013,38.49,1,68.4,41.7,48.0,0,-34.676182,-60.936247,160.8,1.93
sana,2025-06-03 14:20:00,BOV_013,37.68,1,78.8,35.4,52.4,0,-34.676182,-60.936247,0.0,0.0
sana,2025-06-03 14:25:00,BOV_013,38.88,1,61.8,40.5,50.3,0,-34.676182,-60.936247,35.8,0.43
sana,2025-06-03 14:30:00,BOV_013,39.17,0,73.4,44.0,59.7,0,-34.676182,-60.936247,104.2,1.25
sana,2025-06-03 14:35:00,BOV_013,38.37,0,57.7,45.9,62.2,0,-34.676183,-60.936247,90.0,1.08
sana,2025-06-03 14:40:00,BOV_013,38.1,1,64.7,46.7,61.7,0,-34.676183,-60.936246,30.0,0.36
sana,2025-06-03 14:45:00,BOV_013,38.86,1,60.1,40.3,58.8,0,-34.676182,-60.936246,42.5,0.51
sana,2025-06-03 14:50:00,BOV_013,38.7,1,64.9,36.8,46.7,0,-34.676182,-60.936247,113.3,1.36
sana,2025-06-03 14:55:00,BOV_013,38.61,1,64.2,45.9,65.2,0,-34.676182,-60.936247,79.2,0.95
sana,2025-06-03 15:00:00,BOV_013,39.04,0,59.7,47.1,57.2,0,-34.676182,-60.936247,73.3,0.88
sana,2025-06-03 15:05:00,BOV_013,38.27,1,67.2,29.3,39.4,0,-34.676181,-60.936246,184.2,2.21
sana,2025-06-03 15:10:00,BOV_013,39.05,0,61.0,24.3,33.1,0,-34.676182,-60.936245,133.3,1.6
sana,2025-06-03 15:15:00,BOV_013,37.79,1,54.7,59.1,83.0,0,-34.676183,-60.936245,150.8,1.81
sana,2025-06-03 15:20:00,BOV_013,37.82,0,74.9,41.5,46.1,0,-34.676183,-60.936244,44.2,0.53
sana,2025-06-03 15:25:00,BOV_013,39.24,0,86.1,46.9,53.3,1,-34.676183,-60.936244,282.5,3.39
sana,2025-06-03 15:30:00,BOV_013,37.75,1,51.7,16.7,22.6,0,-34.676183,-60.936244,94.2,1.13
sana,2025-06-03 15:35:00,BOV_013,38.71,1,60.1,65.2,91.4,0,-34.676182,-60.936245,107.5,1.29
sana,2025-06-03 15:40:00,BOV_013,38.43,1,72.9,35.7,52.0,0,-34.676182,-60.936245,135.8,1.63
sana,2025-06-03 15:45:00,BOV_013,38.08,1,78.2,17.4,23.9,0,-34.67618,-60.936244,211.7,2.54
sana,2025-06-03 15:50:00,BOV_013,37.76,0,63.4,50.6,74.4,0,-34.67618,-60.936244,71.7,0.86
sana,2025-06-03 15:55:00,BOV_013,39.55,0,51.0,45.7,59.0,0,-34.67618,-60.936244,77.5,0.93
sana,2025-06-03 16:00:00,BOV_013,39.36,0,76.3,45.7,60.2,0,-34.67618,-60.936243,158.3,1.9
sana,2025-06-03 16:05:00,BOV_013,37.85,0,59.3,31.3,40.0,0,-34.67618,-60.936243,92.5,1.11
sana,2025-06-03 16:10:00,BOV_013,38.5,0,67.6,40.3,52.8,0,-34.676181,-60.936243,219.2,2.63
sana,2025-06-03 16:15:00,BOV_013,39.0,1,62.1,55.4,67.0,0,-34.676181,-60.936243,99.2,1.19
sana,2025-06-03 16:20:00,BOV_013,38.98,1,59.8,27.6,40.4,0,-34.676181,-60.936244,85.8,1.03
sana,2025-06-03 16:25:00,BOV_013,38.39,1,70.3,52.5,62.5,0,-34.676181,-60.936244,50.8,0.61
sana,2025-06-03 16:30:00,BOV_013,39.62,1,70.1,33.5,47.1,0,-34.676181,-60.936244,34.2,0.41
sana,2025-06-03 16:35:00,BOV_013,38.98,1,58.6,13.0,16.5,0,-34.676181,-60.936243,163.3,1.96
sana,2025-06-03 16:40:00,BOV_013,38.99,1,69.3,18.5,22.9,0,-34.676181,-60.936242,224.2,2.69
sana,2025-06-03 16:45:00,BOV_013,38.35,0,64.9,50.7,75.1,0,-34.676181,-60.936243,137.5,1.65
sana,2025-06-03 16:50:00,BOV_013,38.92,0,80.0,34.2,47.3,1,-34.676181,-60.936242,249.2,2.99
sana,2025-06-03 16:55:00,BOV_013,38.48,1,68.0,45.3,65.4,0,-34.676182,-60.936242,187.5,2.25
sana,2025-06-03 17:00:00,BOV_013,39.27,1,57.8,36.4,53.9,1,-34.676183,-60.936242,180.0,2.16
sana,2025-06-03 17:05:00,BOV_013,37.57,0,58.9,48.4,59.6,0,-34.676184,-60.936242,170.0,2.04
sana,2025-06-03 17:10:00,BOV_013,39.07,0,64.0,44.2,50.5,0,-34.676184,-60.936242,86.7,1.04
sana,2025-06-03 17:15:00,BOV_013,38.91,1,51.8,56.9,72.2,0,-34.676183,-60.936242,130.0,1.56
sana,2025-06-03 17:20:00,BOV_013,37.63,1,52.1,46.4,69.5,0,-34.676183,-60.936242,110.8,1.33
sana,2025-06-03 17:25:00,BOV_013,39.04,1,63.9,34.3,48.2,0,-34.676184,-60.936242,217.5,2.61
sana,2025-06-03 17:30:00,BOV_013,38.7,1,50.1,53.5,70.1,0,-34.676183,-60.936241,184.2,2.21
sana,2025-06-03 17:35:00,BOV_013,37.95,0,75.7,28.5,38.2,0,-34.676182,-60.936241,228.3,2.74
sana,2025-06-03 17:40:00,BOV_013,38.25,1,74.4,35.9,53.5,0,-34.676181,-60.93624,315.8,3.79
sana,2025-06-03 17:45:00,BOV_013,38.32,1,67.5,42.8,56.2,0,-34.676181,-60.93624,144.2,1.73
sana,2025-06-03 17:50:00,BOV_013,38.88,0,57.5,58.5,78.1,0,-34.676181,-60.93624,0.0,0.0
sana,2025-06-03 17:55:00,BOV_013,38.49,1,54.9,33.9,43.3,0,-34.67618,-60.93624,135.0,1.62
sana,2025-06-03 18:00:00,BOV_013,38.21,1,58.3,18.1,22.5,0,-34.67618,-60.93624,207.5,2.49
sana,2025-06-03 18:05:00,BOV_013,38.74,1,56.2,33.8,38.8,0,-34.67618,-60.93624,145.8,1.75
sana,2025-06-03 18:10:00,BOV_013,38.78,1,64.2,43.8,63.4,0,-34.676179,-60.93624,137.5,1.65
sana,2025-06-03 18:15:00,BOV_013,38.44,1,72.4,49.3,68.5,0,-34.676179,-60.93624,217.5,2.61
sana,2025-06-03 18:20:00,BOV_013,38.77,0,72.4,42.1,62.5,0,-34.676178,-60.93624,122.5,1.47
sana,2025-06-03 18:25:00,BOV_013,38.2,0,75.5,23.4,33.6,0,-34.676179,-60.93624,85.8,1.03
sana,2025-06-03 18:30:00,BOV_013,38.64,0,80.1,49.1,70.8,0,-34.676179,-60.93624,49.2,0.59
sana,2025-06-03 18:35:00,BOV_013,37.77,1,62.2,44.6,49.8,0,-34.67618,-60.93624,143.3,1.72
sana,2025-06-03 18:40:00,BOV_013,39.58,1,75.3,26.2,35.6,0,-34.676179,-60.93624,289.2,3.47
sana,2025-06-03 18:45:00,BOV_013,39.66,0,67.5,34.4,50.7,1,-34.67618,-60.93624,78.3,0.94
